EC_SUBADQUIRIDO;FANTASIA_SUBADQUIRIDO;CNPJ_SUBADQUIRIDO;CIDADE_SUBADQUIRIDO;ESTADO_SUBADQUIRIDO;COD_PROJETO;PROJETO_SUBADQUIRIDO;VALOR_BRUTO_TRANSACIONADO;BANDEIRA;QTD_DE_PARCELAS;Nº_DA_PARCELA;DATA_DA_TRANSACAO;VALOR_DE_REPASSE;DATA_DO_REPASSE;DATA_DA_ANTECIPACAO;DINHEIRO_REPASSADO
305382         ;REI MARACANA   ;47600152000199;COLOMBO                                                     ;PR;290;ZEITBANK;R$ 437,88;ELODEBITO           ;1;0;2024-10-19                    ;R$ 431,70;2024-10-21                    ;1753-01-01                    ;PAGO
305377         ;POSTO MBP      ;08170218000104   ;CURITIBA                                                    ;PR;325;REDE PETROMAIS;R$ 4.106,65;VISAELECTRON        ;1;0;2024-10-19                    ;R$ 4.049,08;2024-10-21                    ;1753-01-01                    ;PAGO
305377         ;POSTO MBP      ;08170218000104   ;CURITIBA                                                    ;PR;325;REDE PETROMAIS;R$ 2.623,86;VISA                ;1;0;2024-10-19                    ;R$ 2.474,95;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305377         ;POSTO MBP      ;08170218000104   ;CURITIBA                                                    ;PR;325;REDE PETROMAIS;R$ 874,42;PIXSICOOB           ;1;0;2024-10-19                    ;R$ 862,10;2024-10-21                    ;1753-01-01                    ;PAGO
305377         ;POSTO MBP      ;08170218000104   ;CURITIBA                                                    ;PR;325;REDE PETROMAIS;R$ 3.394,87;MASTERCARD          ;1;0;2024-10-19                    ;R$ 3.202,14;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305377         ;POSTO MBP      ;08170218000104   ;CURITIBA                                                    ;PR;325;REDE PETROMAIS;R$ 3.785,49;MAESTRO             ;1;0;2024-10-19                    ;R$ 3.732,39;2024-10-21                    ;1753-01-01                    ;PAGO
305377         ;POSTO MBP      ;08170218000104   ;CURITIBA                                                    ;PR;325;REDE PETROMAIS;R$ 1.659,58;ELODEBITO           ;1;0;2024-10-19                    ;R$ 1.636,31;2024-10-21                    ;1753-01-01                    ;PAGO
305377         ;POSTO MBP      ;08170218000104   ;CURITIBA                                                    ;PR;325;REDE PETROMAIS;R$ 468,60;ELOCREDITO          ;1;0;2024-10-19                    ;R$ 443,22;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305377         ;POSTO MBP      ;08170218000104   ;CURITIBA                                                    ;PR;325;REDE PETROMAIS;R$ 293,30;ELOCREDITO          ;3;1;2024-10-19                    ;R$ 268,56;2024-11-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305377         ;POSTO MBP      ;08170218000104   ;CURITIBA                                                    ;PR;325;REDE PETROMAIS;R$ 293,30;ELOCREDITO          ;3;2;2024-10-19                    ;R$ 253,19;2024-12-19                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305377         ;POSTO MBP      ;08170218000104   ;CURITIBA                                                    ;PR;325;REDE PETROMAIS;R$ 293,30;ELOCREDITO          ;3;3;2024-10-19                    ;R$ 237,79;2025-01-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305303         ;REI JARAGUA_303;51219650000163;JARAGUA DO SUL                                              ;SC;290;ZEITBANK;R$ 258,97;VISAELECTRON        ;1;0;2024-10-19                    ;R$ 255,33;2024-10-21                    ;1753-01-01                    ;PAGO
305303         ;REI JARAGUA_303;51219650000163;JARAGUA DO SUL                                              ;SC;290;ZEITBANK;R$ 367,15;MAESTRO             ;1;0;2024-10-19                    ;R$ 361,99;2024-10-21                    ;1753-01-01                    ;PAGO
305303         ;REI JARAGUA_303;51219650000163;JARAGUA DO SUL                                              ;SC;290;ZEITBANK;R$ 7,99;ELODEBITO           ;1;0;2024-10-19                    ;R$ 7,87;2024-10-21                    ;1753-01-01                    ;PAGO
305152         ;VP JARAGUA     ;35194931000152;JARAGUA DO SUL                                              ;SC;290;ZEITBANK;R$ 1.600,84;VISAELECTRON        ;1;0;2024-10-19                    ;R$ 1.578,30;2024-10-21                    ;1753-01-01                    ;PAGO
305152         ;VP JARAGUA     ;35194931000152;JARAGUA DO SUL                                              ;SC;290;ZEITBANK;R$ 4.046,94;MAESTRO             ;1;0;2024-10-19                    ;R$ 3.989,98;2024-10-21                    ;1753-01-01                    ;PAGO
04226280938    ;DR FABIO TROSTD;;UMUARAMA                                                    ;PR;290;ZEITBANK;R$ 300,00;ELOCREDITO          ;1;0;2024-10-19                    ;R$ 292,23;2024-10-21                    ;1753-01-01                    ;PAGO
04226280938    ;DR FABIO TROSTD;;UMUARAMA                                                    ;PR;290;ZEITBANK;R$ 200,00;MAESTRO             ;1;0;2024-10-19                    ;R$ 197,60;2024-10-21                    ;1753-01-01                    ;PAGO
04226280938    ;DR FABIO TROSTD;;UMUARAMA                                                    ;PR;290;ZEITBANK;R$ 200,00;MASTERCARD          ;1;0;2024-10-19                    ;R$ 193,48;2024-11-19                    ;1753-01-01                    ;ABERTO
305152         ;VP JARAGUA     ;35194931000152;JARAGUA DO SUL                                              ;SC;290;ZEITBANK;R$ 1.233,68;ELODEBITO           ;1;0;2024-10-19                    ;R$ 1.216,36;2024-10-21                    ;1753-01-01                    ;PAGO
305152         ;VP JARAGUA     ;35194931000152;JARAGUA DO SUL                                              ;SC;290;ZEITBANK;R$ 226,87;ELODEBITO           ;1;0;2024-10-20                    ;R$ 223,67;2024-10-22                    ;1753-01-01                    ;ABERTO
305152         ;VP JARAGUA     ;35194931000152;JARAGUA DO SUL                                              ;SC;290;ZEITBANK;R$ 2.504,07;MAESTRO             ;1;0;2024-10-20                    ;R$ 2.468,82;2024-10-22                    ;1753-01-01                    ;ABERTO
305152         ;VP JARAGUA     ;35194931000152;JARAGUA DO SUL                                              ;SC;290;ZEITBANK;R$ 1.124,85;VISAELECTRON        ;1;0;2024-10-20                    ;R$ 1.108,99;2024-10-22                    ;1753-01-01                    ;ABERTO
305377         ;POSTO MBP      ;08170218000104   ;CURITIBA                                                    ;PR;325;REDE PETROMAIS;R$ 149,08;ELOCREDITO          ;1;0;2024-10-20                    ;R$ 140,88;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305377         ;POSTO MBP      ;08170218000104   ;CURITIBA                                                    ;PR;325;REDE PETROMAIS;R$ 538,60;ELODEBITO           ;1;0;2024-10-20                    ;R$ 531,05;2024-10-22                    ;1753-01-01                    ;ABERTO
305377         ;POSTO MBP      ;08170218000104   ;CURITIBA                                                    ;PR;325;REDE PETROMAIS;R$ 2.639,61;MAESTRO             ;1;0;2024-10-20                    ;R$ 2.602,46;2024-10-22                    ;1753-01-01                    ;ABERTO
305377         ;POSTO MBP      ;08170218000104   ;CURITIBA                                                    ;PR;325;REDE PETROMAIS;R$ 1.587,57;MASTERCARD          ;1;0;2024-10-20                    ;R$ 1.496,08;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305377         ;POSTO MBP      ;08170218000104   ;CURITIBA                                                    ;PR;325;REDE PETROMAIS;R$ 852,14;PIXSICOOB           ;1;0;2024-10-20                    ;R$ 840,17;2024-10-22                    ;1753-01-01                    ;ABERTO
305377         ;POSTO MBP      ;08170218000104   ;CURITIBA                                                    ;PR;325;REDE PETROMAIS;R$ 2.374,89;VISA                ;1;0;2024-10-20                    ;R$ 2.238,08;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305377         ;POSTO MBP      ;08170218000104   ;CURITIBA                                                    ;PR;325;REDE PETROMAIS;R$ 1.934,20;VISAELECTRON        ;1;0;2024-10-20                    ;R$ 1.907,02;2024-10-22                    ;1753-01-01                    ;ABERTO
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 330,00;ELOCREDITO          ;1;0;2024-10-20                    ;R$ 316,62;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 498,21;ELODEBITO           ;1;0;2024-10-20                    ;R$ 489,01;2024-10-22                    ;1753-01-01                    ;ABERTO
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 4.794,90;MAESTRO             ;1;0;2024-10-20                    ;R$ 4.747,15;2024-10-22                    ;1753-01-01                    ;ABERTO
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 4.609,41;MASTERCARD          ;1;0;2024-10-20                    ;R$ 4.454,81;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 301,74;PIXSICOOB           ;1;0;2024-10-20                    ;R$ 300,22;2024-10-22                    ;1753-01-01                    ;ABERTO
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.128,21;VISA                ;1;0;2024-10-20                    ;R$ 3.023,33;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305393         ;CONV STRAWBERRY;54102765000161;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.165,46;VISAELECTRON        ;1;0;2024-10-20                    ;R$ 2.143,89;2024-10-22                    ;1753-01-01                    ;ABERTO
305460         ;STRAWBERRY LJ2 ;54102765000404;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 658,38;PIXSICOOB           ;1;0;2024-10-20                    ;R$ 655,07;2024-10-22                    ;1753-01-01                    ;ABERTO
305461         ;STRAWBERRY LJ3 ;54102765000595;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.883,02;PIXSICOOB           ;1;0;2024-10-20                    ;R$ 1.873,57;2024-10-22                    ;1753-01-01                    ;ABERTO
305462         ;STRAWBERRY LJ4 ;54102765000676;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 306,04;ELOCREDITO          ;1;0;2024-10-20                    ;R$ 293,64;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305462         ;STRAWBERRY LJ4 ;54102765000676;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 552,09;ELODEBITO           ;1;0;2024-10-20                    ;R$ 541,91;2024-10-22                    ;1753-01-01                    ;ABERTO
305462         ;STRAWBERRY LJ4 ;54102765000676;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.073,81;MAESTRO             ;1;0;2024-10-20                    ;R$ 3.043,18;2024-10-22                    ;1753-01-01                    ;ABERTO
305462         ;STRAWBERRY LJ4 ;54102765000676;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.047,16;MASTERCARD          ;1;0;2024-10-20                    ;R$ 1.978,48;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305462         ;STRAWBERRY LJ4 ;54102765000676;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.782,09;VISA                ;1;0;2024-10-20                    ;R$ 1.722,31;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305462         ;STRAWBERRY LJ4 ;54102765000676;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.397,84;VISAELECTRON        ;1;0;2024-10-20                    ;R$ 1.383,93;2024-10-22                    ;1753-01-01                    ;ABERTO
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 283,16;ELOCREDITO          ;1;0;2024-10-20                    ;R$ 271,68;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 285,50;ELODEBITO           ;1;0;2024-10-20                    ;R$ 280,23;2024-10-22                    ;1753-01-01                    ;ABERTO
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.133,00;MAESTRO             ;1;0;2024-10-20                    ;R$ 3.101,81;2024-10-22                    ;1753-01-01                    ;ABERTO
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.167,94;MASTERCARD          ;1;0;2024-10-20                    ;R$ 2.095,24;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 245,67;PIXSICOOB           ;1;0;2024-10-20                    ;R$ 244,44;2024-10-22                    ;1753-01-01                    ;ABERTO
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.119,98;VISA                ;1;0;2024-10-20                    ;R$ 1.082,42;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305463         ;STRAWBERRY LJ5 ;54102765000757;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.013,20;VISAELECTRON        ;1;0;2024-10-20                    ;R$ 1.003,11;2024-10-22                    ;1753-01-01                    ;ABERTO
305465         ;STRAWBERRY LJ7 ;54102765001052;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 950,97;PIXSICOOB           ;1;0;2024-10-20                    ;R$ 946,17;2024-10-22                    ;1753-01-01                    ;ABERTO
305466         ;STRAWBERRY LJ8 ;54102765001133;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 306,13;ELODEBITO           ;1;0;2024-10-20                    ;R$ 300,47;2024-10-22                    ;1753-01-01                    ;ABERTO
305466         ;STRAWBERRY LJ8 ;54102765001133;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.646,99;MAESTRO             ;1;0;2024-10-20                    ;R$ 2.620,67;2024-10-22                    ;1753-01-01                    ;ABERTO
305466         ;STRAWBERRY LJ8 ;54102765001133;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.177,57;MASTERCARD          ;1;0;2024-10-20                    ;R$ 3.071,07;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 298,54;ELOCREDITO          ;1;0;2024-10-20                    ;R$ 286,43;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305466         ;STRAWBERRY LJ8 ;54102765001133;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.727,28;VISA                ;1;0;2024-10-20                    ;R$ 1.669,34;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305466         ;STRAWBERRY LJ8 ;54102765001133;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.657,01;VISAELECTRON        ;1;0;2024-10-20                    ;R$ 1.640,55;2024-10-22                    ;1753-01-01                    ;ABERTO
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 430,00;ELODEBITO           ;1;0;2024-10-20                    ;R$ 422,08;2024-10-22                    ;1753-01-01                    ;ABERTO
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.417,93;MAESTRO             ;1;0;2024-10-20                    ;R$ 3.383,92;2024-10-22                    ;1753-01-01                    ;ABERTO
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.453,56;MASTERCARD          ;1;0;2024-10-20                    ;R$ 3.337,72;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.109,94;PIXSICOOB           ;1;0;2024-10-20                    ;R$ 2.099,31;2024-10-22                    ;1753-01-01                    ;ABERTO
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.457,65;VISA                ;1;0;2024-10-20                    ;R$ 1.408,76;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 200,00;ELOCREDITO          ;1;0;2024-10-20                    ;R$ 191,88;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305468         ;STRAWBERRY LJ20;54102765000323;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.512,74;VISAELECTRON        ;1;0;2024-10-20                    ;R$ 1.497,68;2024-10-22                    ;1753-01-01                    ;ABERTO
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 300,00;ELODEBITO           ;1;0;2024-10-20                    ;R$ 294,47;2024-10-22                    ;1753-01-01                    ;ABERTO
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 2.464,79;MAESTRO             ;1;0;2024-10-20                    ;R$ 2.440,27;2024-10-22                    ;1753-01-01                    ;ABERTO
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.206,17;MASTERCARD          ;1;0;2024-10-20                    ;R$ 1.165,72;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 121,66;PIXSICOOB           ;1;0;2024-10-20                    ;R$ 121,04;2024-10-22                    ;1753-01-01                    ;ABERTO
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 651,61;VISA                ;1;0;2024-10-20                    ;R$ 629,75;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305470         ;STRAWBERRY LJ12;54102765001567;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 827,84;VISAELECTRON        ;1;0;2024-10-20                    ;R$ 819,61;2024-10-22                    ;1753-01-01                    ;ABERTO
305471         ;STRAWBERRY LJ13;54102765001648;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 632,55;ELOCREDITO          ;1;0;2024-10-20                    ;R$ 606,89;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305471         ;STRAWBERRY LJ13;54102765001648;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 260,00;ELODEBITO           ;1;0;2024-10-20                    ;R$ 255,21;2024-10-22                    ;1753-01-01                    ;ABERTO
305471         ;STRAWBERRY LJ13;54102765001648;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.888,97;MAESTRO             ;1;0;2024-10-20                    ;R$ 1.870,13;2024-10-22                    ;1753-01-01                    ;ABERTO
305471         ;STRAWBERRY LJ13;54102765001648;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.651,97;MASTERCARD          ;1;0;2024-10-20                    ;R$ 1.596,57;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305471         ;STRAWBERRY LJ13;54102765001648;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 284,08;VISA                ;1;0;2024-10-20                    ;R$ 274,55;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305471         ;STRAWBERRY LJ13;54102765001648;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 731,11;VISAELECTRON        ;1;0;2024-10-20                    ;R$ 723,81;2024-10-22                    ;1753-01-01                    ;ABERTO
305474         ;STRAWBERRY LJ16;54102765001990;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 50,00;VISAELECTRON        ;1;0;2024-10-20                    ;R$ 49,50;2024-10-22                    ;1753-01-01                    ;ABERTO
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 1.556,71;ELOCREDITO          ;1;0;2024-10-20                    ;R$ 1.493,62;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 730,15;ELODEBITO           ;1;0;2024-10-20                    ;R$ 716,69;2024-10-22                    ;1753-01-01                    ;ABERTO
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 6.364,48;MAESTRO             ;1;0;2024-10-20                    ;R$ 6.301,14;2024-10-22                    ;1753-01-01                    ;ABERTO
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 5.574,14;MASTERCARD          ;1;0;2024-10-20                    ;R$ 5.387,23;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.190,47;PIXSICOOB           ;1;0;2024-10-20                    ;R$ 3.174,44;2024-10-22                    ;1753-01-01                    ;ABERTO
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.493,89;VISA                ;1;0;2024-10-20                    ;R$ 3.376,76;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305475         ;STRAWBERRY LJ17;54102765002024;SAO PAULO                                                   ;SP;335;REDE MORANGUINHO;R$ 3.267,82;VISAELECTRON        ;1;0;2024-10-20                    ;R$ 3.235,30;2024-10-22                    ;1753-01-01                    ;ABERTO
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 245,00;ELOCREDITO          ;1;0;2024-10-20                    ;R$ 235,06;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 304,27;ELODEBITO           ;1;0;2024-10-20                    ;R$ 298,65;2024-10-22                    ;1753-01-01                    ;ABERTO
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 2.289,08;MAESTRO             ;1;0;2024-10-20                    ;R$ 2.266,31;2024-10-22                    ;1753-01-01                    ;ABERTO
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 1.599,94;MASTERCARD          ;1;0;2024-10-20                    ;R$ 1.546,29;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 1.811,01;PIXSICOOB           ;1;0;2024-10-20                    ;R$ 1.801,89;2024-10-22                    ;1753-01-01                    ;ABERTO
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 609,40;VISA                ;1;0;2024-10-20                    ;R$ 588,97;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305476         ;STRAWBERRY LJ18;54102765002105;SANTO ANDRE                                                 ;SP;335;REDE MORANGUINHO;R$ 903,99;VISAELECTRON        ;1;0;2024-10-20                    ;R$ 894,98;2024-10-22                    ;1753-01-01                    ;ABERTO
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 120,00;MAESTRO             ;1;0;2024-10-20                    ;R$ 118,81;2024-10-22                    ;1753-01-01                    ;ABERTO
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 100,00;MASTERCARD          ;1;0;2024-10-20                    ;R$ 96,65;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 1.558,33;PIXSICOOB           ;1;0;2024-10-20                    ;R$ 1.550,51;2024-10-22                    ;1753-01-01                    ;ABERTO
305477         ;STRAWBERRY LJ19;54102765002296;SAO CAETANO DO SUL                                          ;SP;335;REDE MORANGUINHO;R$ 300,68;VISA                ;1;0;2024-10-20                    ;R$ 290,60;2024-11-20                    ;2024-10-22                    ;PROCESSANDO_REPASSE
